symbol,score,vol_score,accum_score,fund_score,current_price,market_cap,sector,industry,max_vol_spike_30d,spike_days_2x,spike_days_3x,vol_trend_ratio,price_30d_return_pct,price_trend,dist_ma200_pct,position_in_52w_range_pct,summary
VVV,100,50,30,20,29.45,4542835200,Consumer Cyclical,Auto & Truck Dealerships,2.62,6,0,1.24,-6.0,dropping,-16.2,1.3,2X spike (6d) | vol trend up | separate spike events | price down + vol up | near 52w low (1% range)
CWEN,60,35,5,20,32.99,9162092544,Utilities,Utilities - Renewable,3.09,2,2,0.91,-6.9,dropping,9.9,77.3,2X spike (2d) | separate spike events | quiet/consolidating | rev +19% | midcap sweet spot
APTV,60,40,5,15,76.9,12261293056,Consumer Cyclical,Auto Parts,2.7,1,0,1.04,0.1,flat,6.7,71.4,2X spike (1d) | vol trend up | quiet/consolidating | rev +5%
LOW,60,40,5,15,240.94,128366419968,Consumer Cyclical,Home Improvement Retail,2.72,3,0,1.14,8.1,rising,3.7,56.7,2X spike (3d) | vol trend up | quiet/consolidating | rev +11%
ATR,60,25,15,20,121.79,7721619968,Healthcare,Medical Instruments & Supplies,2.44,1,0,0.94,2.8,flat,-12.0,32.3,2X spike (1d) | near 52w low (32% range) | quiet/consolidating | rev +11% | midcap sweet spot
GPK,60,25,15,20,14.97,3145283072,Consumer Cyclical,Packaging & Containers,3.74,1,1,0.95,-1.9,flat,-26.1,9.2,2X spike (1d) | near 52w low (9% range) | quiet/consolidating | rev +2% | midcap sweet spot
AXP,60,40,5,15,371.39,215635623936,Financial Services,Credit Services,3.09,1,1,1.01,9.4,rising,18.3,91.6,2X spike (1d) | vol trend up | quiet/consolidating | rev +12%
JLL,60,40,5,15,339.13,15303848960,Real Estate,Real Estate Services,2.15,1,0,1.01,16.0,rising,23.3,94.3,2X spike (1d) | vol trend up | quiet/consolidating | rev +11%
TGT,55,40,15,0,96.45,56885575680,Consumer Defensive,Discount Stores,2.42,1,0,1.08,10.1,rising,3.3,25.2,2X spike (1d) | vol trend up | near 52w low (25% range) | quiet/consolidating
CI,55,25,15,15,274.97,76201205760,Healthcare,Healthcare Plans,2.31,1,0,0.84,2.5,flat,-7.1,36.0,2X spike (1d) | near 52w low (36% range) | quiet/consolidating | rev +5%
IQV,55,35,5,15,227.69,29826699264,Healthcare,Diagnostics & Research,3.12,2,1,0.88,5.4,rising,24.1,93.4,2X spike (2d) | separate spike events | quiet/consolidating | rev +8%
WSM,55,50,5,0,180.11,21440942080,Consumer Cyclical,Specialty Retail,2.92,3,0,1.17,0.0,flat,2.4,59.6,2X spike (3d) | vol trend up | separate spike events | quiet/consolidating
PFG,55,50,5,0,88.11,21709244416,Financial Services,Asset Management,2.91,2,0,1.01,10.8,rising,12.2,87.5,2X spike (2d) | vol trend up | separate spike events | quiet/consolidating
TRI,55,25,15,15,131.82,40571920384,Industrials,Specialty Business Services,2.8,1,0,0.86,-2.7,flat,-22.0,5.3,2X spike (1d) | near 52w low (5% range) | quiet/consolidating | rev +10%
AMH,55,25,15,15,31.86,11549876224,Real Estate,REIT - Residential,2.03,1,0,0.96,2.0,flat,-5.6,27.9,2X spike (1d) | near 52w low (28% range) | quiet/consolidating | rev +3%
AON,55,25,15,15,355.55,66804736000,Financial Services,Insurance Brokers,2.17,1,0,0.9,1.8,flat,-0.8,38.4,2X spike (1d) | near 52w low (38% range) | quiet/consolidating | rev +6%
ESS,55,25,15,15,258.54,18165497856,Real Estate,REIT - Residential,2.66,1,0,0.92,4.6,flat,-1.8,35.9,2X spike (1d) | near 52w low (36% range) | quiet/consolidating | rev +6%
JHX,55,25,15,15,20.86,12171984896,Basic Materials,Building Materials,2.53,1,0,0.97,25.0,rising,-9.1,23.8,2X spike (1d) | near 52w low (24% range) | quiet/consolidating | rev +30%
CPT,55,50,5,0,109.52,10282630144,Real Estate,REIT - Residential,6.9,3,1,1.07,9.5,rising,2.4,56.6,2X spike (3d) | vol trend up | separate spike events | quiet/consolidating
ELS,55,25,15,15,60.45,12672275456,Real Estate,REIT - Residential,2.48,1,0,0.81,-0.4,flat,-0.5,35.0,2X spike (1d) | near 52w low (35% range) | quiet/consolidating | rev +1%
AXON,55,25,15,15,572.11,32526163968,Industrials,Aerospace & Defense,3.64,1,1,0.97,5.3,rising,-15.9,24.7,2X spike (1d) | near 52w low (25% range) | quiet/consolidating | rev +34%
ELF,55,25,10,20,76.8,3593919488,Consumer Defensive,Household & Personal Products,2.09,1,0,0.82,5.5,rising,-23.6,27.0,2X spike (1d) | near 52w low (27% range) | rev +38% | midcap sweet spot
BURL,55,40,0,15,288.01,19132446720,Consumer Cyclical,Apparel Retail,4.34,2,1,1.14,5.0,flat,11.1,78.2,2X spike (2d) | vol trend up | rev +11%
CPAY,55,25,15,15,305.1,22748743680,Technology,Software - Infrastructure,2.7,2,0,0.93,11.3,rising,-2.8,35.3,2X spike (2d) | near 52w low (35% range) | quiet/consolidating | rev +25%
MAA,55,25,15,15,136.66,15430127616,Real Estate,REIT - Residential,2.65,1,0,0.97,7.4,rising,-2.5,33.5,2X spike (1d) | near 52w low (33% range) | quiet/consolidating | rev +1%
CMG,55,25,15,15,37.04,41676029952,Consumer Cyclical,Restaurants,2.11,1,0,0.89,21.3,rising,-16.4,23.2,2X spike (1d) | near 52w low (23% range) | quiet/consolidating | rev +7%
APG,55,35,5,15,38.86,19079360512,Industrials,Engineering & Construction,2.37,2,0,0.95,3.9,flat,17.6,91.4,2X spike (2d) | separate spike events | quiet/consolidating | rev +15%
AR,55,40,0,15,35.1,11135505408,Energy,Oil & Gas E&P,2.48,1,0,1.04,4.3,flat,-0.5,40.2,2X spike (1d) | vol trend up | rev +34%
DT,55,25,15,15,44.1,12270572544,Technology,Software - Application,2.11,1,0,0.99,-2.3,flat,-10.3,20.3,2X spike (1d) | near 52w low (20% range) | quiet/consolidating | rev +18%
ROP,55,25,15,15,448.02,34646949888,Technology,Software - Application,2.99,3,0,0.96,1.4,flat,-13.9,9.3,2X spike (3d) | near 52w low (9% range) | quiet/consolidating | rev +11%
BALL,55,35,5,15,53.08,15580745728,Consumer Cyclical,Packaging & Containers,2.41,2,0,0.93,12.5,rising,3.5,60.9,2X spike (2d) | separate spike events | quiet/consolidating | rev +16%
RKLB,55,40,0,15,70.45,61040865280,Industrials,Aerospace & Defense,2.27,2,0,1.02,62.7,rising,71.3,85.6,2X spike (2d) | vol trend up | rev +64%
CNC,55,25,15,15,41.21,27632879616,Healthcare,Healthcare Plans,2.08,1,0,0.77,11.1,rising,-3.9,38.7,2X spike (1d) | near 52w low (39% range) | quiet/consolidating | rev +5%
HRL,55,40,15,0,23.35,11247809536,Consumer Defensive,Packaged Foods,2.14,1,0,1.01,7.6,rising,-10.5,29.1,2X spike (1d) | vol trend up | near 52w low (29% range) | quiet/consolidating
CLSK,55,25,10,20,10.42,3631691264,Financial Services,Capital Markets,2.23,1,0,0.92,-1.8,flat,-9.8,23.1,2X spike (1d) | near 52w low (23% range) | rev +12% | midcap sweet spot
ALK,55,25,10,20,50.13,4550759424,Industrials,Airlines,2.2,1,0,0.94,28.2,rising,-0.3,30.9,2X spike (1d) | near 52w low (31% range) | rev +5% | midcap sweet spot
UDR,55,25,15,15,36.11,13675732992,Real Estate,REIT - Residential,2.09,1,0,0.92,7.3,rising,-3.6,33.7,2X spike (1d) | near 52w low (34% range) | quiet/consolidating | rev +4%
ULTA,55,40,0,15,606.89,22812153856,Consumer Cyclical,Specialty Retail,4.78,3,1,1.21,19.1,rising,25.2,96.9,2X spike (3d) | vol trend up | rev +12%
KIM,55,35,5,15,20.13,15834671104,Real Estate,REIT - Retail,2.28,3,0,0.96,2.6,flat,-1.3,56.9,2X spike (3d) | separate spike events | quiet/consolidating | rev +4%
VRSN,55,35,5,15,245.01,26227109888,Technology,Software - Infrastructure,2.82,3,0,0.96,-1.4,flat,-7.1,42.1,2X spike (3d) | separate spike events | quiet/consolidating | rev +7%
REGN,55,35,5,15,773.01,74948378624,Healthcare,Biotechnology,2.23,2,0,1.0,10.0,rising,28.6,94.1,2X spike (2d) | separate spike events | quiet/consolidating | rev +19%
ATI,55,35,5,15,116.17,21615552512,Industrials,Metal Fabrication,2.13,2,0,0.96,17.6,rising,44.0,98.3,2X spike (2d) | separate spike events | quiet/consolidating | rev +1%
BRO,55,25,15,15,80.04,19133605888,Financial Services,Insurance Brokers,2.69,1,0,0.85,-0.6,flat,-18.7,8.3,2X spike (1d) | near 52w low (8% range) | quiet/consolidating | rev +36%
RRC,55,15,20,20,36.0,9547413504,Energy,Oil & Gas E&P,1.62,0,0,1.03,-5.2,dropping,-2.2,45.4,vol trend up | price down + vol up | quiet/consolidating | rev +26% | midcap sweet spot
PYPL,55,25,15,15,58.92,40021123072,Financial Services,Credit Services,2.09,1,0,0.93,-4.3,flat,-13.0,9.1,2X spike (1d) | near 52w low (9% range) | quiet/consolidating | rev +7%
AVGO,55,40,0,15,349.12,2035907428352,Technology,Semiconductors,5.67,5,2,1.29,2.3,flat,21.7,76.9,2X spike (5d) | vol trend up | rev +30%
HCA,55,35,5,15,472.56,96542466048,Healthcare,Medical Care Facilities,3.28,2,1,0.98,-0.7,flat,18.5,80.1,2X spike (2d) | separate spike events | quiet/consolidating | rev +4%
AEP,55,35,5,15,114.25,70820700160,Utilities,Utilities - Regulated Electric,2.13,2,0,0.97,-6.2,dropping,6.4,76.8,2X spike (2d) | separate spike events | quiet/consolidating | rev +10%
SAIC,55,50,0,5,101.75,4048607232,Technology,Information Technology Services,4.92,3,1,1.17,17.7,rising,-4.0,46.9,2X spike (3d) | vol trend up | separate spike events | midcap sweet spot
PM,55,35,5,15,160.52,266497982464,Consumer Defensive,Tobacco,2.85,2,0,0.91,7.0,rising,0.4,71.4,2X spike (2d) | separate spike events | quiet/consolidating | rev +9%
OSCR,55,25,10,20,14.51,5666371584,Healthcare,Healthcare Plans,3.89,1,1,0.77,1.8,flat,-9.8,26.3,2X spike (1d) | near 52w low (26% range) | rev +53% | midcap sweet spot
GGG,55,35,5,15,82.53,12877469696,Industrials,Specialty Industrial Machinery,2.45,2,0,0.97,4.8,flat,-0.2,66.2,2X spike (2d) | separate spike events | quiet/consolidating | rev +2%
CCL,55,40,0,15,30.68,36539981824,Consumer Cyclical,Travel Services,3.9,1,1,1.01,21.5,rising,17.6,88.4,2X spike (1d) | vol trend up | rev +6%
SW,55,25,15,15,38.5,21791481856,Consumer Cyclical,Packaging & Containers,2.11,1,0,0.95,14.5,rising,-7.4,28.0,2X spike (1d) | near 52w low (28% range) | quiet/consolidating | rev +1%
ENTG,55,40,0,15,86.56,22709452800,Technology,Semiconductor Equipment & Materials,2.27,1,0,1.07,15.9,rising,4.1,52.8,2X spike (1d) | vol trend up | rev +5%
Z,55,25,10,20,69.36,9479259136,Communication Services,Internet Content & Information,3.92,1,1,0.92,1.4,flat,-6.0,32.6,2X spike (1d) | near 52w low (33% range) | rev +18% | midcap sweet spot
AMTM,55,50,0,5,29.3,5983729664,Industrials,Specialty Business Services,5.44,5,2,1.35,36.3,rising,25.6,83.8,2X spike (5d) | vol trend up | separate spike events | midcap sweet spot
DJT,55,40,10,5,12.57,2473197824,Communication Services,Internet Content & Information,12.07,3,3,1.34,15.9,rising,-29.6,7.2,2X spike (3d) | vol trend up | near 52w low (7% range) | midcap sweet spot
ODFL,55,50,5,0,159.09,41246351360,Industrials,Trucking,2.33,3,0,1.06,22.9,rising,4.7,40.7,2X spike (3d) | vol trend up | separate spike events | quiet/consolidating
IEX,55,25,15,15,178.63,16055346176,Industrials,Specialty Industrial Machinery,2.4,1,0,0.97,10.1,rising,4.3,38.6,2X spike (1d) | near 52w low (39% range) | quiet/consolidating | rev +9%
VRSK,55,25,15,15,223.79,22518722560,Industrials,Consulting Services,2.25,1,0,0.94,2.6,flat,-16.3,22.3,2X spike (1d) | near 52w low (22% range) | quiet/consolidating | rev +4%
EOG,55,25,15,15,103.86,69257691136,Energy,Oil & Gas E&P,2.6,1,0,0.93,-3.5,flat,-6.5,17.0,2X spike (1d) | near 52w low (17% range) | quiet/consolidating | rev +16%
PNR,55,35,5,15,105.19,12414537728,Industrials,Specialty Industrial Machinery,2.58,2,0,0.98,3.9,flat,4.4,80.2,2X spike (2d) | separate spike events | quiet/consolidating | rev +3%
MUSA,55,25,15,15,404.78,10673653760,Consumer Cyclical,Specialty Retail,2.76,1,0,0.88,13.2,rising,-1.6,34.7,2X spike (1d) | near 52w low (35% range) | quiet/consolidating | rev +7%
PSTG,55,40,15,0,67.79,22405251072,Technology,Computer Hardware,5.61,3,1,1.27,-19.4,dropping,2.9,50.4,2X spike (3d) | vol trend up | price down + vol up
CMI,55,35,5,15,511.89,93770473472,Industrials,Specialty Industrial Machinery,2.41,2,0,0.99,13.1,rising,34.9,95.2,2X spike (2d) | separate spike events | quiet/consolidating | rev +3%
ZBRA,55,25,15,15,246.74,11118800896,Technology,Communication Equipment,2.15,1,0,0.9,6.0,rising,-13.9,18.5,2X spike (1d) | near 52w low (18% range) | quiet/consolidating | rev +11%
MDB,55,40,0,15,421.23,24068261888,Technology,Software - Infrastructure,4.14,2,1,1.11,24.0,rising,59.4,93.5,2X spike (2d) | vol trend up | rev +27%
MRSH,55,25,15,15,185.46,78652948480,Financial Services,Insurance Brokers,2.73,1,0,0.93,3.6,flat,-9.3,18.4,2X spike (1d) | near 52w low (18% range) | quiet/consolidating | rev +8%
EXPD,55,35,5,15,150.12,20493664256,Industrials,Integrated Freight & Logistics,2.32,2,0,0.97,6.1,rising,23.8,91.2,2X spike (2d) | separate spike events | quiet/consolidating | rev +4%
SYF,55,35,5,15,83.63,24602118144,Financial Services,Credit Services,3.19,2,1,0.97,19.6,rising,25.6,95.3,2X spike (2d) | separate spike events | quiet/consolidating | rev +6%
MRVL,55,40,0,15,86.65,148771586048,Technology,Semiconductors,2.58,1,0,1.06,4.0,flat,17.0,49.6,2X spike (1d) | vol trend up | rev +22%
ASTS,55,40,0,15,74.68,29123674112,Technology,Communication Equipment,2.01,1,0,1.01,31.9,rising,54.6,67.0,2X spike (1d) | vol trend up | rev +2731%
CAVA,55,25,10,20,58.34,9243143168,Consumer Cyclical,Restaurants,2.26,1,0,0.95,29.0,rising,-20.0,14.8,2X spike (1d) | near 52w low (15% range) | rev +21% | midcap sweet spot
MU,55,40,0,15,292.51,842203070464,Technology,Semiconductors,2.53,2,0,1.06,21.0,rising,99.0,97.4,2X spike (2d) | vol trend up | rev +196%
AJG,55,25,15,15,261.03,51098054656,Financial Services,Insurance Brokers,2.5,1,0,0.96,1.2,flat,-12.5,22.7,2X spike (1d) | near 52w low (23% range) | quiet/consolidating | rev +35%
CTAS,55,25,15,15,189.91,66802544640,Industrials,Specialty Business Services,3.34,1,1,0.97,3.6,flat,-6.9,22.6,2X spike (1d) | near 52w low (23% range) | quiet/consolidating | rev +9%
CCEP,55,35,5,15,91.6,41873424384,Consumer Defensive,Beverages - Non-Alcoholic,3.58,2,1,0.9,1.8,flat,2.7,72.8,2X spike (2d) | separate spike events | quiet/consolidating | rev +0%
WBD,55,50,5,0,28.94,67968479232,Communication Services,Entertainment,3.64,3,2,1.28,27.3,rising,90.7,95.3,2X spike (3d) | vol trend up | separate spike events | quiet/consolidating
ITW,55,35,5,15,247.65,73294446592,Industrials,Specialty Industrial Machinery,3.09,2,1,0.94,3.9,flat,0.7,63.6,2X spike (2d) | separate spike events | quiet/consolidating | rev +5%
CINF,55,35,5,15,163.98,24981907456,Financial Services,Insurance - Property & Casualty,2.1,2,0,0.97,2.7,flat,9.7,91.6,2X spike (2d) | separate spike events | quiet/consolidating | rev +12%
DG,55,40,0,15,134.6,24949440512,Consumer Defensive,Discount Stores,4.14,2,2,1.19,31.7,rising,29.6,94.6,2X spike (2d) | vol trend up | rev +6%
MTD,55,35,5,15,1414.32,22768631808,Healthcare,Diagnostics & Research,3.17,2,1,0.97,1.8,flat,12.8,80.8,2X spike (2d) | separate spike events | quiet/consolidating | rev +7%
EXC,55,35,5,15,43.55,44929069056,Utilities,Utilities - Regulated Electric,2.42,2,0,1.0,-5.8,dropping,-0.4,66.2,2X spike (2d) | separate spike events | quiet/consolidating | rev +8%
IP,55,25,15,15,39.34,17489944576,Consumer Cyclical,Packaging & Containers,2.05,1,0,0.92,8.3,rising,-12.3,19.5,2X spike (1d) | near 52w low (20% range) | quiet/consolidating | rev +13%
VMC,55,35,5,15,288.33,36814057472,Basic Materials,Building Materials,2.24,3,0,0.96,3.1,flat,4.9,77.0,2X spike (3d) | separate spike events | quiet/consolidating | rev +7%
SHW,55,25,15,15,325.44,78139097088,Basic Materials,Specialty Chemicals,2.31,1,0,0.86,-0.2,flat,-4.9,26.9,2X spike (1d) | near 52w low (27% range) | quiet/consolidating | rev +7%
